word,upos
wothladać,VERB
li,SCONJ
zapisow,NOUN
serbskich,ADJ
ćišćow,NOUN
ćišć,NOUN
lětstotka,NOUN
zestaja,VERB
zestajeć,VERB
jakub,PROPN
wjacsławk,PROPN
krajny,ADJ
bibliotekar,NOUN
drježdźanach,PROPN
slawist,NOUN
max,PROPN
vasmer,PROPN
wuda,VERB
wudać,VERB
ju,PRON
berlinje,PROPN
berlin,PROPN
rozšěrjeny,ADJ
nakł,NOUN
nakładnistwo,NOUN
wuchadźa,VERB
wuchadźeć,VERB
prawidłownje,ADV
wjacelětnych,ADJ
wjacelětny,ADJ
zwjazkach,NOUN
ludowym,ADJ
nakładnistwje,NOUN
domowina,PROPN
ćišćanej,ADJ
ćišćany,ADJ
lětne,ADJ
lětny,ADJ
wuběrkowe,ADJ
wuběrkowy,ADJ
spřistupnjeja,VERB
spřistupnjeć,VERB
50tych,ADJ
50ty,ADJ
lětopisu,NOUN
interneće,NOUN
serbskorěčne,ADJ
title,NOUN
rozprawja,VERB
druhorěčnych,ADJ
druhorěčny,ADJ
publikacijach,NOUN
publikacija,NOUN
wobsahowym,ADJ
poćahom,NOUN
poćah,NOUN
serbam,PROPN
historisce,ADV
zapřijatemu,ADJ
zapřijaty,ADJ
serbskemu,ADJ
sydlenskemu,ADJ
rumej,NOUN
rum,NOUN
wosobinam,NOUN
wosobina,NOUN
koncentruje,VERB
koncentrować,VERB
regionalnohistoriske,ADJ
regionalnohistoriski,ADJ
wobłuki,NOUN
přiroda,NOUN
atd,ADV
wobkedźbuja,VERB
saksku,ADJ
braniborsku,ADJ
braniborski,ADJ
zapisuje,VERB
brošurki,NOUN
brošurka,NOUN
audiowizuelne,ADJ
audiowizuelny,ADJ
njesamostatnje,ADV
wuchadźace,ADJ
wuchadźacy,ADJ
přinoški,NOUN
přinošk,NOUN
zběrnikach,NOUN
zběrnik,NOUN
časopisach,NOUN
wobšěrniše,ADJ
wobšěrny,ADJ
tydźenikach,NOUN
tydźenik,NOUN
dźenikach,NOUN
dźenik,NOUN
recensije,NOUN
recensija,NOUN
internetowa,ADJ
internetowy,ADJ
wersija,NOUN
skića,VERB
skićić,VERB
přistup,NOUN
kompletny,ADJ
wobsah,NOUN
knižnych,ADJ
zwjazkow,NOUN
wuběrk,NOUN
sorabistiskich,ADJ
sorabistiski,ADJ
titlow,NOUN
sukcesiwnje,ADV
zadźěła,VERB
zadźěłać,VERB
zažnišich,ADJ
dotal,ADV
bart,PROPN
ćišinski,PROPN
wobnowjer,NOUN
oktobra,NOUN
oktober,NOUN
zemrěł,VERB
zemrěć,VERB
klasikar,NOUN
sorabistiku,NOUN
sorabistika,NOUN
načasneho,ADJ
načasny,ADJ
hladanja,NOUN
hladanje,NOUN
pohódnoćić,VERB
poćahowy,ADJ
předstajenju,NOUN
předstajenje,NOUN
wujasnjenju,NOUN
wujasnjenje,NOUN
moderny,NOUN
moderna,NOUN
wobmjezowany,ADJ
fundus,NOUN
sekundarneje,ADJ
sekundarny,ADJ
kotrymž,DET
přepytownja,NOUN
přepytownje,NOUN
interpretacije,NOUN
interpretacija,NOUN
rědke,ADJ
rědki,ADJ
njemóže,VERB
spokojić,VERB
literarne,ADJ
literarny,ADJ
cyłku,NOUN
cyłk,NOUN
přistupne,ADJ
přistupny,ADJ
klemenowa,ADJ
prěna,ADJ
prěny,ADJ
elektroniska,ADJ
elektroniski,ADJ
vilnius,PROPN
wuńdźe,VERB
jendźelskej,ADJ
shaya,PROPN
shay,PROPN
wooda,PROPN
wood,PROPN
přełožena,ADJ
přełoženy,ADJ
rysowanka,NOUN
titlowej,ADJ
titlowy,ADJ
stronje,NOUN
słowjenskeho,ADJ
słowjenski,ADJ
molerja,NOUN
moler,NOUN
arjana,PROPN
arjan,PROPN
pregelja,PROPN
pregelj,PROPN
klemenowu,ADJ
třeću,ADJ
zběrkow,NOUN
mišter,NOUN
spowědnym,ADJ
spowědny,ADJ
stole,NOUN
stoł,NOUN
ilustrował,VERB
ilustrować,VERB
knihu,NOUN
kindle,PROPN
formaće,NOUN
format,NOUN
prc,X
administratorojo,NOUN
administrator,NOUN
oficialni,ADJ
zastupnicy,NOUN
zastupnik,NOUN
foundation,PROPN
kotrejež,DET
serwerach,NOUN
serwer,NOUN
st,PROPN
petersburg,PROPN
florida,PROPN
projekty,NOUN
woni,PRON
dowěrja,VERB
dowěrjeć,VERB
rozšěrjene,ADJ
funkcije,NOUN
wušmórnyć,VERB
škitać,VERB
škit,NOUN
blokować,VERB
dobro,NOUN
projekta,NOUN
dlěši,ADJ
tekst,NOUN
molekul,NOUN
dweju,NUM
wodźikoweju,ADJ
atomow,NOUN
jedneho,NUM
kislikoweho,ADJ
kislikowy,ADJ
atoma,NOUN
geometrisce,ADV
kutny,ADJ
wotpowěduje,VERB
wotpowědować,VERB
vsepr,X
teoriji,NOUN
teorija,NOUN
ab2e2,X
typej,NOUN
typ,NOUN
atomaj,NOUN
wodźika,NOUN
wodźik,NOUN
poraj,NOUN
por,NOUN
elektronow,NOUN
elektron,NOUN
přesunjenej,ADJ
přesunjeny,ADJ
róžkow,NOUN
róžk,NOUN
předstajeneho,ADJ
předstajeny,ADJ
tetraedra,NOUN
tetraedr,NOUN
o,X
wjazbaj,NOUN
začinitej,VERB
začinić,VERB
nastanje,VERB
wulkeje,ADJ
potrjeby,NOUN
potrjeba,NOUN
rumje,NOUN
swobodnych,ADJ
porow,NOUN
elekronow,NOUN
elekron,NOUN
idealneho,ADJ
idealny,ADJ
tetraedroweho,ADJ
tetraedrowy,ADJ
nuhela,NOUN
pikometrow,NOUN
pikometer,NOUN
barack,PROPN
hussein,PROPN
obama,PROPN
honolulu,PROPN
prezident,NOUN
afroameričan,PROPN
tej,DET
poziciji,NOUN
pozicija,NOUN
srjedu,NOUN
srjeda,NOUN
wotměje,VERB
wotměć,VERB
wobłuku,NOUN
wojerowskeho,ADJ
wojerowski,ADJ
wuměłskeho,ADJ
wuměłski,ADJ
temje,NOUN
skerje,ADV
rozbije,VERB
rozbić,VERB
předsudk,NOUN
stereotypy,NOUN
stereotyp,NOUN
bywša,ADJ
bywši,ADJ
doktorandka,NOUN
insituta,NOUN
insitut,NOUN
katharina,PROPN
elina,PROPN
předstaji,VERB
slědźerske,ADJ
wuslědki,NOUN
wuslědk,NOUN
swojeje,DET
disertacije,NOUN
disertacija,NOUN
započatk,NOUN
šleski,ADJ
alfabet,NOUN
rěčnicy,NOUN
rěčnik,NOUN
šlešćiny,NOUN
wužiwali,VERB
pólskimi,ADJ
pismikami,NOUN
pismik,NOUN
wunamakował,VERB
wunamakować,VERB
šleskich,ADJ
pismow,NOUN
šleskej,ADJ
wikipediji,NOUN
stari,ADJ
gramatikarjo,NOUN
gramatikar,NOUN
sanskrita,NOUN
sanskrit,NOUN
wuchadźachu,VERB
zhubjenskeho,ADJ
zhubjenski,ADJ
schodźenka,NOUN
zakładny,ADJ
połny,ADJ
guṇa,PROPN
stopjeń,NOUN
podlěšenski,NOUN
vṛddhi,PROPN
róst,NOUN
słowniki,NOUN
korjenjach,NOUN
korjeń,NOUN
hesło,NOUN
ā,X
i,NUM
ī,X
u,X
ū,X
diftongow,NOUN
e,X
ai,X
połwokale,NOUN
połwokal,NOUN
y,X
v,X
jewja,VERB
jewić,VERB
sonantnej,ADJ
sonantny,ADJ
likwidaj,NOUN
likwid,NOUN
ṛ,X
ḷ,X
nazalaj,NOUN
nazal,NOUN
móžetej,VERB
wokalisku,ADJ
wokaliski,ADJ
kislika,NOUN
poměrje,NOUN
drobnych,ADJ
drobny,ADJ
ćežku,ADJ
wodu,NOUN
subkontinenće,NOUN
subkontinent,NOUN
prěnjorjadnje,ADV
dešćoweho,ADJ
dešćowy,ADJ
monsuna,NOUN
monsun,NOUN
wotwisne,ADJ
započina,VERB
započinać,VERB
meje,NOUN
mej,NOUN
přibrjohu,NOUN
přibrjoh,NOUN
keraly,PROPN
kerala,PROPN
juhozapadźe,NOUN
juhozapad,NOUN
indiskeje,PROPN
połkupy,NOUN
połkupa,NOUN
ćehnje,VERB
ćahnyć,VERB
přichodneho,ADJ
přichodny,ADJ
połdra,NUM
sewjerowuchodnym,ADJ
směrje,NOUN
směr,NOUN
němčiny,NOUN
němčina,NOUN
ei,X
běłe,ADJ
běły,ADJ
rědko,ADV
nažołć,ADV
běle,ADJ
róžojte,ADJ
róžojty,ADJ
wutworja,VERB
wokołk,NOUN
wjelbowany,ADJ
płony,ADJ
dźiwjeje,ADJ
dźiwi,ADJ
morchwje,NOUN
morchwja,NOUN
wokołka,NOUN
ćmowočerwjenje,ADV
čornopurpurowje,ADV
barbjene,ADJ
barbjeny,ADJ
rědšo,ADV
dźiwjej,ADJ
morchwi,NOUN
wustupuje,VERB
wustupować,VERB
młodokamjentneje,ADJ
młodokamjentny,ADJ
dopokazana,ADJ
dopokazany,ADJ
tropiski,ADJ
mjezuje,VERB
mjezować,VERB
gowu,PROPN
gowa,PROPN
sewjerozapadźe,NOUN
sewjerozapad,NOUN
maharaštru,PROPN
maharaštra,PROPN
sewjeru,NOUN
sewjer,NOUN
andrapradešom,PROPN
andrapradeš,PROPN
tamil,PROPN
nadu,PROPN
keralu,PROPN
zapadźe,NOUN
zapad,NOUN
pobrjóh,NOUN
arabskeho,ADJ
přirodna,ADJ
architektoniski,ADJ
pokrok,NOUN
kulojte,ADJ
bydlišća,NOUN
bydlišćo,NOUN
přeměnjachu,VERB
přeměnjeć,VERB
róžkatych,ADJ
róžkaty,ADJ
domow,NOUN
wjacorymi,ADJ
rumnosćemi,NOUN
disponowachu,VERB
disponować,VERB
žitne,ADJ
žitny,ADJ
zbytki,NOUN
zbytk,NOUN
silach,NOUN
silo,NOUN
pokazuja,VERB
ratarkse,ADJ
ratarski,ADJ
činitosće,NOUN
činitosć,NOUN
domy,NOUN
kotrychž,DET
čłowjeske,ADJ
čłowjeski,ADJ
namkane,ADJ
namkany,ADJ
stil,NOUN
specialny,ADJ
podobnosće,NOUN
podobnosć,NOUN
kult,NOUN
mortwych,ADJ
mortwy,ADJ
jericha,PROPN
jericho,PROPN
pochadźeja,VERB
pochadźeć,VERB
dokłady,NOUN
dokład,NOUN
keramiku,NOUN
keramika,NOUN
objekty,NOUN
měnjace,ADJ
motiwy,NOUN
motiw,NOUN
techniki,NOUN
technika,NOUN
wuwiwanski,ADJ
palena,ADJ
paleny,ADJ
hlina,NOUN
prehistoriskimi,ADJ
prehistoriski,ADJ
modelemi,NOUN
hornčerskeje,ADJ
hornčerski,ADJ
tačele,NOUN
tačel,NOUN
symjenjow,NOUN
muka,NOUN
zhotowja,VERB
přidawk,NOUN
chlěbpječenju,NOUN
chlěbpječenje,NOUN
najnuzniša,ADJ
nuzny,ADJ
substanca,NOUN
kajkosće,NOUN
jara,ADV
dobra,ADJ
dobry,ADJ
rozpušćadło,NOUN
sylnu,ADJ
powjerchowu,ADJ
powjerchowy,ADJ
napjatosć,NOUN
čerstwa,ADJ
čerstwy,ADJ
najhusćiša,ADJ
hustosć,NOUN
wotewza,VERB
wotewzać,VERB
mjerznje,VERB
mjerznyć,VERB
zhrěje,VERB
zhrěć,VERB
stabilny,ADJ
našej,DET
atmosferje,NOUN
atmosfera,NOUN
hra,VERB
wažnu,ADJ
absorbowadło,NOUN
ultrawioletneho,ADJ
ultrawioletny,ADJ
promjenjenja,NOUN
promjenjenje,NOUN
wysoku,ADJ
specifisku,ADJ
specifiski,ADJ
ćopłotu,NOUN
ćopłota,NOUN
stabilizuje,VERB
stabilizować,VERB
klimu,NOUN
klima,NOUN
swěće,NOUN
antologija,NOUN
słowjenskich,ADJ
krótkopowědančkow,NOUN
krótkopowědančko,NOUN
auksas,X
kišenėje,X
złoto,NOUN
zaku,NOUN
zak,NOUN
wobsahujo,VERB
stawiznu,NOUN
litawskej,PROPN
pralěsowej,ADJ
pralěsowy,ADJ
sewjerowuchodźe,NOUN
sewjerowuchod,NOUN
bengaliskej,ADJ
bengaliski,ADJ
nižiny,NOUN
nižina,NOUN
ćežkim,ADJ
powodźenjam,NOUN
přińdź,VERB
kromje,NOUN
kromja,NOUN
himalaje,PROPN
himalaj,PROPN
wotwalenja,NOUN
wotwalenje,NOUN
hory,NOUN
zrědka,ADV
septembra,NOUN
september,NOUN
přewažnje,ADV
dešća,NOUN
dešć,NOUN
traje,NUM
dalšej,ADJ
měsacaj,NOUN
mróčele,NOUN
mróčel,NOUN
južnym,ADJ
južny,ADJ
dekkanje,PROPN
dekkan,PROPN
zminu,VERB
zminyć,VERB
chronologija,NOUN
zepěra,VERB
zepěrać,VERB
assyrisku,ADJ
lisćinu,NOUN
eponymow,NOUN
eponym,NOUN
chroniku,NOUN
chronika,NOUN
synchronizmow,NOUN
synchronizm,NOUN
najwjace,ADV
babylonskich,ADJ
sumeriskej,ADJ
sumeriski,ADJ
lisćinje,NOUN
zasunyć,VERB
babylonska,PROPN
lětnje,ADV
mjěna,NOUN
wažnym,ADJ
podawkom,NOUN
podawk,NOUN
krala,NOUN
kurigalzu,PROPN
wužiwachu,VERB
referencu,NOUN
referenca,NOUN
ameriski,ADJ
fiction,X
fix,X
wozjewi,VERB
wozjewić,VERB
pushcart,PROPN
myto,NOUN
myt,NOUN
nominowane,ADJ
nominowany,ADJ
něhdyšej,ADJ
něhdyši,ADJ
romskej,ADJ
romski,ADJ
protyce,NOUN
protyka,NOUN
dźesaty,ADJ
přir,NOUN
łać,ADV
decem,X
dźesać,NUM
dnjow,NOUN
trajaceho,ADJ
trajacy,ADJ
měsačkoweho,ADJ
měsačkowy,ADJ
kalendra,NOUN
kalender,NOUN
krystusa,PROPN
krystus,PROPN
doprědka,ADV
sćahny,VERB
sćahnyć,VERB
mjenom,NOUN
ličenjom,NOUN
ličenje,NOUN
wotpadny,VERB
wotpadnyć,VERB
citaty,NOUN
citat,NOUN
prawopisnje,ADV
adaptuja,VERB
adaptować,VERB
wobchowaja,VERB
uballit,PROPN
om,PROPN
dobywanja,NOUN
dobywanje,NOUN
wjeźechu,VERB
wjesć,VERB
hospodarskemu,ADJ
rozmachej,NOUN
rozmach,NOUN
tukulti,PROPN
ninurta,PROPN
zrozumi,VERB
zrozumić,VERB
boha,NOUN
boh,NOUN
štyrjoch,NUM
zemjedźělow,NOUN
zemjedźěl,NOUN
smjerću,NOUN
mjenowane,ADJ
srjedźoassyriske,ADJ
srjedźoassyriski,ADJ
skónči,VERB
federacija,NOUN
wutworjena,ADJ
wutworjeny,ADJ
dźewjeć,NUM
narodnostnych,ADJ
narodnostny,ADJ
wužiwaj,VERB
rq,PROPN
awtomatisce,ADV
kategorija,NOUN
zarodk,NOUN
botanice,NOUN
doda,VERB
runinach,NOUN
srjedźneje,ADJ
najwuznamniše,ADJ
městnosće,NOUN
městnosć,NOUN
sippar,PROPN
dur,PROPN
opis,PROPN
rěku,NOUN
dijala,PROPN
delnjeho,ADJ
zaba,PROPN
zab,PROPN
wobmjezowana,ADJ
plahowachu,VERB
planować,VERB
žito,NOUN
najwažniša,ADJ
hospodarska,ADJ
hałza,NOUN
zhotowjenje,NOUN
smoły,NOUN
smoła,NOUN
kołmaza,NOUN
kołmaz,NOUN
regionje,NOUN
někotři,DET
listowany,ADJ
namjet,NOUN
podpěruja,VERB
podpěrować,VERB
nastawkej,NOUN
přidać,VERB
kapitla,NOUN
ekscelentnych,ADJ
biografiji,NOUN
biografija,NOUN
achejmenidźa,NOUN
achejmenid,NOUN
dobywachu,VERB
mału,ADJ
aziju,PROPN
azija,PROPN
zawostaji,VERB
zawostajić,VERB
cyrus,PROPN
ii,NUM
proklamaciju,NOUN
proklamacija,NOUN
cyrusowym,ADJ
cyrusowy,ADJ
cylindrje,NOUN
cylinder,NOUN
mócnje,ADV
ekspandowaceho,ADJ
ekspandowacy,ADJ
mócnarstwowa,ADJ
mócnarstwowy,ADJ
dobywaše,VERB
aleksander,PROPN
persiske,ADJ
wójnski,ADJ
wjednik,NOUN
seleukos,PROPN
dynastiju,NOUN
seleukidow,PROPN
seleukid,PROPN
dobre,ADJ
rozpušćuje,VERB
rozpušćić,VERB
substancow,NOUN
sele,NOUN
sel,NOUN
cokory,NOUN
cokor,NOUN
wolóžuje,VERB
wolóžować,VERB
chemiske,ADJ
wzajomne,ADJ
wzajomny,ADJ
skutkowanje,NOUN
pomha,VERB
kompleksne,ADJ
matabolizmy,NOUN
matabolizm,NOUN
najebać,ADP
někajke,DET
někajki,DET
substancy,NOUN
njederje,ADV
derje,ADV
měšeja,VERB
měšeć,VERB
inkluziwnje,ADP
wolijow,NOUN
wolij,NOUN
hydrofobnych,ADJ
hydrofobny,ADJ
membrany,NOUN
membrana,NOUN
starosćiwje,ADV
kontrolowali,VERB
kontrolować,VERB
wobsahami,NOUN
eksternymi,ADJ
eksterny,ADJ
chemiskimi,ADJ
wěcami,NOUN
wěc,NOUN
tróšku,ADV
powjerchoweje,ADJ
napjatosće,NOUN
wolóžowane,ADJ
wolóžowany,ADJ
knježeše,VERB
šamši,PROPN
adad,PROPN
wjetše,ADJ
prěnjej,ADJ
rozpada,VERB
rozpadać,VERB
staroassyriske,ADJ
staroassyriski,ADJ
salzburgske,ADJ
salzburgski,ADJ
stare,ADJ
altstadt,PROPN
barokowu,ADJ
barokowy,ADJ
architekturu,NOUN
architektura,NOUN
oficielnje,ADV
swětowemu,ADJ
namrěwstwu,NOUN
namrěwstwo,NOUN
unesco,PROPN
přełožić,VERB
přełožk,NOUN
namjetuje,VERB
namjetować,VERB
započnje,VERB
samsnym,ADJ
dnjom,NOUN
tydźenja,NOUN
tydźeń,NOUN
dožiwi,VERB
dožiwić,VERB
kralom,NOUN
danom,PROPN
dan,PROPN
iii,NUM
aramejske,ADJ
poněčim,ADV
přejimachu,VERB
přejimać,VERB
nastawkami,NOUN
ekscelentne,ADJ
detailach,NOUN
detail,NOUN
wotměja,VERB
tudyšej,DET
tudyši,DET
diskusijnej,ADJ
diskusijny,ADJ
wobydlerjo,NOUN
ličenske,ADJ
ličenski,ADJ
kamuški,NOUN
kamuška,NOUN
wšědneho,ADJ
wšědny,ADJ
dni,ADJ
rozrostowace,ADJ
rozrostowacy,ADJ
wjedźeše,VERB
wjedźeć,VERB
wuwiću,NOUN
wuwiće,NOUN
klinoweho,ADJ
pisma,NOUN
zestaji,VERB
zestajić,VERB
wobrazowych,ADJ
wobrazowy,ADJ
symbolow,NOUN
pozdźišo,ADV
pozdźe,ADV
abstrakniše,ADJ
abstraktny,ADJ
ludźi,NOUN
njemóžeše,VERB
słužby,NOUN
słužba,NOUN
pisarjow,NOUN
pisar,NOUN
sta,NUM
nahladnej,ADJ
nahladny,ADJ
wosobu,NOUN
wosoba,NOUN
towaršnosći,NOUN
towaršnosć,NOUN
wjednistwom,NOUN
wjednistwo,NOUN
nacionalsocialisća,NOUN
nacionalsocialist,NOUN
zawjedowali,VERB
zawjedować,VERB
němskim,ADJ
reichu,NOUN
diktaturu,NOUN
diktatura,NOUN
dachu,VERB
opoziciske,ADJ
opoziciski,ADJ
zakazować,VERB
politiske,ADJ
přećiwnicy,NOUN
přećiwnik,NOUN
přesćěhać,VERB
zamordować,VERB
rozputachu,VERB
rozputać,VERB
druhu,ADJ
swětowu,ADJ
wójnu,NOUN
systematisce,ADV
wšitke,DET
wšitki,DET
rubachu,VERB
rubać,VERB
zamordowachu,VERB
europskich,ADJ
europski,ADJ
židow,PROPN
žid,PROPN
hinaše,ADJ
religiozne,ADJ
religiozny,ADJ
etniske,ADJ
etniski,ADJ
towaršnostne,ADJ
towaršnostny,ADJ
skupiny,NOUN
politika,NOUN
zahinychu,VERB
zahinyć,VERB
wulkich,ADJ
rozbiwanej,ADJ
rozbiwany,ADJ
bipolarneho,ADJ
bipolarny,ADJ
swětoweho,ADJ
porjada,NOUN
horceje,ADJ
horcy,ADJ
korsika,PROPN
francosce,ADV
corse,PROPN
korsiksce,ADV
corsica,PROPN
štwórta,ADJ
štwórty,ADJ
najwjetša,ADJ
srjedźneho,ADJ
francoskej,PROPN
francoska,PROPN
km,NOUN
sto,NUM
tysac,NUM
chce,VERB
stworić,VERB
najwjetšu,ADJ
wjelerěčnu,ADJ
wjelerěčny,ADJ
wšitkim,DET
přistupnu,ADJ
online,ADJ
onliny,ADJ
encyklopediju,NOUN
encyklopedije,NOUN
kajkosćow,NOUN
předmjet,NOUN
metoda,NOUN
rozrjadowanje,NOUN
nastaća,NOUN
nastaće,NOUN
definować,VERB
předstajichu,VERB
woznamy,NOUN
woznam,NOUN
kombinowachu,VERB
kombinować,VERB
předstajili,VERB
jěsć,VERB
symbolej,NOUN
huba,NOUN
chlěb,NOUN
wobrazowe,ADJ
dowolić,VERB
ludźom,NOUN
wšědne,ADJ
wěcy,NOUN
lěpje,ADV
wutrobnje,ADV
přeprošeny,ADJ
prašenja,NOUN
prašenje,NOUN
korčmje,NOUN
korčmja,NOUN
stajić,VERB
bjesadu,NOUN
bjesada,NOUN
zasady,NOUN
směrnicy,NOUN
směrnica,NOUN
prawidła,NOUN
prawidło,NOUN
pokiwy,NOUN
pokiw,NOUN
našim,DET
pomocnym,ADJ
systemje,NOUN
leidenska,ADJ
leidenski,ADJ
najstarša,ADJ
wosomdźesatlětneje,ADJ
wosomdźesatlětny,ADJ
španiskej,PROPN
španiska,PROPN
woblěhowane,ADJ
woblěhowany,ADJ
geuzen,PROPN
wuswobodźeny,ADJ
princ,NOUN
wilhelm,PROPN
oranski,PROPN
leidenčanam,PROPN
leidenčan,PROPN
spjećowanje,NOUN
španičanam,PROPN
španičan,PROPN
uniwersitu,NOUN
twarjenje,NOUN
uniwersity,NOUN
rapenburgu,PROPN
rapenburg,PROPN
najrjeńšim,ADJ
rjany,ADJ
kanalu,NOUN
kanal,NOUN
leidena,PROPN
leiden,PROPN
klóšterska,ADJ
klóšterski,ADJ
cyrkej,NOUN
twarjenja,NOUN
hortus,PROPN
botanicus,PROPN
botaniska,ADJ
botaniski,ADJ
zahroda,NOUN
ta,DET
rjanu,ADJ
rostlinarnju,NOUN
rostlinarnja,NOUN
rostliny,NOUN
kćěja,VERB
kćěć,VERB
wobrazy,NOUN
napismami,NOUN
napismo,NOUN
wotkazami,NOUN
doporučena,ADJ
doporučeny,ADJ
syćowym,ADJ
syćowy,ADJ
wobhladowakach,NOUN
wobhladowak,NOUN
njeprawe,ADJ
prawe,ADJ
pokazaja,VERB
mjenowaneje,ADJ
móžnosće,NOUN
słuži,VERB
kartu,NOUN
karta,NOUN
fußball,X
wm,X
wotměł,VERB
synchronizmy,NOUN
zemrě,VERB
hammurabi,PROPN
ammiṣaduqa,PROPN
ammiṣaduq,PROPN
stupjenju,NOUN
stupjenje,NOUN
připadny,VERB
připadnyć,VERB
šamšu,PROPN
ditana,PROPN
ditan,PROPN
hetitam,PROPN
muršili,PROPN
wobkedźbowanjow,NOUN
wobkedźbowanje,NOUN
wenusy,PROPN
wenus,PROPN
spytachu,VERB
absolutne,ADJ
absolutny,ADJ
daty,NOUN
wotwodźić,VERB
wospjetowaše,VERB
wospjetować,VERB
wosme,ADJ
wosmy,ADJ
zaćmićomaj,NOUN
zaćmiće,NOUN
měsačka,NOUN
indiskej,PROPN
wjetšina,NOUN
indičanow,PROPN
indičan,PROPN
indoariske,ADJ
indoariski,ADJ
rěče,NOUN
hindi,PROPN
juhu,NOUN
juh,NOUN
drawidske,ADJ
drawidski,ADJ
rěča,VERB
tamilsce,ADV
připóznate,ADJ
připóznaty,ADJ
ernesto,PROPN
che,PROPN
guevara,PROPN
jendź,ADV
interconnected,X
zwjazowane,ADJ
zwjazowany,ADJ
networks,X
syće,NOUN
syć,NOUN
elektroniske,ADJ
zwjazanje,NOUN
ličakowymi,ADJ
ličakowy,ADJ
syćemi,NOUN
cilom,NOUN
cil,NOUN
zhotowić,VERB
zwjazanja,NOUN
jednotliwymi,ADJ
ličakami,NOUN
ličak,NOUN
wuměnić,VERB
wuměna,NOUN
datow,NOUN
jenž,ADV
server,X
přewjedźe,VERB
přewjesć,VERB
technisce,ADV
normowanych,ADJ
normowany,ADJ
internetowych,ADJ
protokolow,NOUN
protokol,NOUN
lisabon,PROPN
portugisce,ADV
lisboa,PROPN
portugalskeje,PROPN
portugalska,PROPN
tejo,PROPN
atlantiskim,ADJ
atlantiski,ADJ
brjóze,NOUN
brjóh,NOUN
iberskeje,ADJ
iberski,ADJ
wokoło,ADP
předměstami,NOUN
předměsto,NOUN
sumeriska,ADJ
wosta,VERB
přewrótej,NOUN
přewrót,NOUN
časow,NOUN
zdźěłanych,ADJ
zdźěłany,ADJ
podobnje,ADV
grjekšćina,NOUN
romske,ADJ
łaćonšćina,NOUN
srjedźowěku,NOUN
srjedźowěk,NOUN
pismikowe,ADJ
pismikowy,ADJ
feničanow,PROPN
feničan,PROPN
zawjedźene,ADJ
zawjedźeny,ADJ
konsonanty,NOUN
konsonant,NOUN
wokale,NOUN
přisłušnym,ADJ
přisłušny,ADJ
pismje,NOUN
njepisaše,VERB
samsne,ADJ
płaći,VERB
prapisma,NOUN
prapismo,NOUN
biblije,PROPN
biblija,PROPN
hieroglyfowe,ADJ
hieroglyfowy,ADJ
egyptowčanow,PROPN
egyptowčan,PROPN
papyrusu,NOUN
papyrus,NOUN
pergamenće,NOUN
pergament,NOUN
wikisłownik,NOUN
dotalnych,ADJ
słownikarskich,ADJ
słownikarski,ADJ
projektow,NOUN
sylnje,ADV
zwosta,VERB
mytach,NOUN
regiona,NOUN
samo,ADV
stawiznach,NOUN
sargonje,PROPN
sargon,PROPN
rozprawichu,VERB
rozprawić,VERB
maćiznow,NOUN
rozpušćeć,VERB
rozpušćomnosć,NOUN
wotwisuje,VERB
wotwisować,VERB
maćizny,NOUN
temperatury,NOUN
płunow,NOUN
přiběracu,ADJ
přiběracy,ADJ
temperaturu,NOUN
mjeztym,ADV
selow,NOUN
přiběra,VERB
přiběrać,VERB
pohódnoćenje,NOUN
parametraj,NOUN
detaile,NOUN
prasyć,VERB
wobeńć,VERB
proste,ADJ
prosty,ADJ
wulkosće,NOUN
wulkosć,NOUN
wobrazow,NOUN
hewak,ADV
wužiwarske,ADJ
nastajenja,NOUN
nastajenje,NOUN
njefunguja,VERB
fungować,VERB
prostej,ADJ
wulkosću,NOUN
zdwórliwe,ADJ
zdwórliwy,ADJ
diskutować,VERB
wulkimi,ADJ
změnami,NOUN
měnjenju,NOUN
měnjenje,NOUN
namjetowaceho,ADJ
namjetowacy,ADJ
wužiwarja,NOUN
namjetach,NOUN
wotměwa,VERB
wotměwać,VERB
krytosymjenjaki,NOUN
znatymi,ADJ
družinami,NOUN
rostlinska,ADJ
rostlinski,ADJ
najwjetšimi,ADJ
systematiska,ADJ
systematiski,ADJ
symjeńcow,NOUN
symjeńc,NOUN
debatow,NOUN
debata,NOUN
znutřkowna,ADJ
znutřkowny,ADJ
naposledku,ADV
angiosperm,X
phylogeny,X
group,X
apg,X
stabilizowała,VERB
přestajowana,ADJ
přestajowany,ADJ
oktobrje,NOUN
předstajenej,ADJ
třećej,ADJ
wersiji,NOUN
tajke,DET
tajki,DET
wašnje,NOUN
mał,VERB
nastawkach,NOUN
ryby,NOUN
ryba,NOUN
wědomosce,ADV
pisces,X
piscis,X
zymnokrejne,ADJ
zymnokrejny,ADJ
rjapnikow,NOUN
rjapnik,NOUN
kladistiki,NOUN
kladistika,NOUN
monofyletiski,ADJ
zhromadneho,ADJ
zhromadny,ADJ
coologiskej,ADJ
coologiski,ADJ
systematice,NOUN
pazorkomaj,NOUN
pazork,NOUN
parafyletiski,ADJ
zu,X
poznamjenili,VERB
poznamjenić,VERB
łopjena,NOUN
łopjeno,NOUN
porach,NOUN
pjerite,ADJ
pjerity,ADJ
zawiječkach,NOUN
zawiječk,NOUN
kónča,VERB
kónčić,VERB
feather,X
svg,X
thumb,NOUN
